district,tehsil,locale,sex,age_group,total_pop,illiterate,literate_total,literate_formal,literate_non_or_informal,literacy_ratio
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Male,75 AND ABOVE,444,298,146,125,21,32.88
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Female,10  --  14,8621,4271,4350,4154,196,50.46
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Female,15  --  19,6669,3907,2762,2596,166,41.42
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Female,20  --  24,5082,3364,1718,1570,148,33.81
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Female,25  --  29,4249,3017,1232,1115,117,29
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Female,30  --  34,3282,2483,799,711,88,24.34
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Female,35  --  39,2533,1993,540,459,81,21.32
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Female,40  --  44,1860,1536,324,264,60,17.42
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Female,45  --  49,1334,1117,217,186,31,16.27
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Female,50  --  54,1112,952,160,135,25,14.39
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Female,55  --  59,784,653,131,94,37,16.71
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Female,60  --  64,638,551,87,68,19,13.64
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Female,65  --  69,461,401,60,47,13,13.02
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Female,70  --  74,352,318,34,22,12,9.66
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Female,75 AND ABOVE,390,359,31,18,13,7.95
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Transgender,10  --  14,,,,,,
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Transgender,15  --  19,,,,,,
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Transgender,20  --  24,,,,,,
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Transgender,25  --  29,,,,,,
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Transgender,30  --  34,,,,,,
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Transgender,35  --  39,,,,,,
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Transgender,40  --  44,,,,,,
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Transgender,45  --  49,,,,,,
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Transgender,50  --  54,,,,,,
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Transgender,55  --  59,,,,,,
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Transgender,60  --  64,,,,,,
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Transgender,65  --  69,,,,,,
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Transgender,70  --  74,1,1,,,,
KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,Urban,Transgender,75 AND ABOVE,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Male,10  --  14,5080,3323,1757,1657,100,34.59
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Male,15  --  19,3348,2269,1079,980,99,32.23
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Male,20  --  24,2417,1648,769,655,114,31.82
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Male,25  --  29,2111,1448,663,551,112,31.41
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Male,30  --  34,1614,1109,505,404,101,31.29
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Male,35  --  39,1390,973,417,332,85,30
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Male,40  --  44,780,611,169,131,38,21.67
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Male,45  --  49,677,508,169,120,49,24.96
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Male,50  --  54,680,527,153,112,41,22.5
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Male,55  --  59,484,399,85,61,24,17.56
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Male,60  --  64,422,341,81,59,22,19.19
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Male,65  --  69,353,277,76,55,21,21.53
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Male,70  --  74,242,204,38,30,8,15.7
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Male,75 AND ABOVE,325,275,50,32,18,15.38
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Female,10  --  14,3819,2866,953,845,108,24.95
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Female,15  --  19,2452,1904,548,456,92,22.35
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Female,20  --  24,1969,1616,353,241,112,17.93
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Female,25  --  29,2023,1680,343,225,118,16.96
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Female,30  --  34,1509,1279,230,138,92,15.24
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Female,35  --  39,1212,1015,197,130,67,16.25
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Female,40  --  44,846,732,114,69,45,13.48
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Female,45  --  49,657,579,78,43,35,11.87
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Female,50  --  54,531,467,64,34,30,12.05
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Female,55  --  59,397,353,44,26,18,11.08
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Female,60  --  64,408,359,49,29,20,12.01
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Female,65  --  69,287,260,27,14,13,9.41
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Female,70  --  74,166,146,20,16,4,12.05
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Female,75 AND ABOVE,173,159,14,7,7,8.09
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Transgender,10  --  14,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Transgender,15  --  19,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Transgender,20  --  24,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Transgender,25  --  29,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Transgender,30  --  34,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Transgender,35  --  39,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Transgender,40  --  44,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Transgender,45  --  49,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Transgender,50  --  54,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Transgender,55  --  59,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Transgender,60  --  64,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Transgender,65  --  69,1,1,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Transgender,70  --  74,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Rural,Transgender,75 AND ABOVE,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Male,10  --  14,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Male,15  --  19,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Male,20  --  24,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Male,25  --  29,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Male,30  --  34,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Male,35  --  39,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Male,40  --  44,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Male,45  --  49,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Male,50  --  54,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Male,55  --  59,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Male,60  --  64,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Male,65  --  69,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Male,70  --  74,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Male,75 AND ABOVE,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Female,10  --  14,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Female,15  --  19,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Female,20  --  24,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Female,25  --  29,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Female,30  --  34,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Female,35  --  39,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Female,40  --  44,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Female,45  --  49,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Female,50  --  54,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Female,55  --  59,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Female,60  --  64,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Female,65  --  69,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Female,70  --  74,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Female,75 AND ABOVE,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Transgender,10  --  14,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Transgender,15  --  19,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Transgender,20  --  24,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Transgender,25  --  29,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Transgender,30  --  34,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Transgender,35  --  39,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Transgender,40  --  44,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Transgender,45  --  49,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Transgender,50  --  54,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Transgender,55  --  59,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Transgender,60  --  64,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Transgender,65  --  69,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Transgender,70  --  74,,,,,,
KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,Urban,Transgender,75 AND ABOVE,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Male,10  --  14,8306,3197,5109,5072,37,61.51
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Male,15  --  19,6361,2534,3827,3795,32,60.16
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Male,20  --  24,4803,2037,2766,2731,35,57.59
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Male,25  --  29,3965,1695,2270,2225,45,57.25
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Male,30  --  34,3463,1525,1938,1913,25,55.96
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Male,35  --  39,2877,1322,1555,1517,38,54.05
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Male,40  --  44,1637,828,809,786,23,49.42
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Male,45  --  49,1403,729,674,658,16,48.04
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Male,50  --  54,1411,824,587,569,18,41.6
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Male,55  --  59,882,543,339,326,13,38.44
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Male,60  --  64,788,509,279,273,6,35.41
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Male,65  --  69,574,389,185,179,6,32.23
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Male,70  --  74,468,338,130,125,5,27.78
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Male,75 AND ABOVE,497,361,136,131,5,27.36
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Female,10  --  14,7492,4587,2905,2821,84,38.77
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Female,15  --  19,5900,4006,1894,1807,87,32.1
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Female,20  --  24,4864,3664,1200,1106,94,24.67
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Female,25  --  29,4463,3571,892,793,99,19.99
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Female,30  --  34,3367,2817,550,491,59,16.34
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Female,35  --  39,2245,1868,377,340,37,16.79
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Female,40  --  44,1698,1452,246,212,34,14.49
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Female,45  --  49,1329,1146,183,159,24,13.77
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Female,50  --  54,1114,991,123,104,19,11.04
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Female,55  --  59,776,686,90,78,12,11.6
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Female,60  --  64,756,673,83,71,12,10.98
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Female,65  --  69,585,529,56,45,11,9.57
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Female,70  --  74,315,288,27,18,9,8.57
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Female,75 AND ABOVE,304,279,25,21,4,8.220000000000001
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Transgender,10  --  14,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Transgender,15  --  19,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Transgender,20  --  24,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Transgender,25  --  29,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Transgender,30  --  34,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Transgender,35  --  39,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Transgender,40  --  44,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Transgender,45  --  49,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Transgender,50  --  54,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Transgender,55  --  59,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Transgender,60  --  64,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Transgender,65  --  69,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Transgender,70  --  74,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Rural,Transgender,75 AND ABOVE,1,1,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Male,10  --  14,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Male,15  --  19,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Male,20  --  24,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Male,25  --  29,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Male,30  --  34,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Male,35  --  39,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Male,40  --  44,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Male,45  --  49,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Male,50  --  54,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Male,55  --  59,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Male,60  --  64,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Male,65  --  69,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Male,70  --  74,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Male,75 AND ABOVE,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Female,10  --  14,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Female,15  --  19,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Female,20  --  24,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Female,25  --  29,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Female,30  --  34,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Female,35  --  39,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Female,40  --  44,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Female,45  --  49,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Female,50  --  54,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Female,55  --  59,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Female,60  --  64,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Female,65  --  69,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Female,70  --  74,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Female,75 AND ABOVE,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Transgender,10  --  14,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Transgender,15  --  19,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Transgender,20  --  24,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Transgender,25  --  29,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Transgender,30  --  34,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Transgender,35  --  39,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Transgender,40  --  44,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Transgender,45  --  49,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Transgender,50  --  54,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Transgender,55  --  59,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Transgender,60  --  64,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Transgender,65  --  69,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Transgender,70  --  74,,,,,,
KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,Urban,Transgender,75 AND ABOVE,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Male,10  --  14,8795,2763,6032,6000,32,68.58
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Male,15  --  19,7014,2179,4835,4817,18,68.93000000000001
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Male,20  --  24,5051,1518,3533,3509,24,69.95
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Male,25  --  29,4226,1284,2942,2917,25,69.62
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Male,30  --  34,3646,1142,2504,2481,23,68.68000000000001
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Male,35  --  39,3014,1090,1924,1904,20,63.84
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Male,40  --  44,1688,609,1079,1064,15,63.92
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Male,45  --  49,1473,671,802,780,22,54.45
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Male,50  --  54,1440,755,685,666,19,47.57
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Male,55  --  59,825,483,342,330,12,41.45
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Male,60  --  64,757,444,313,301,12,41.35
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Male,65  --  69,548,340,208,197,11,37.96
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Male,70  --  74,360,240,120,113,7,33.33
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Male,75 AND ABOVE,406,276,130,124,6,32.02
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Female,10  --  14,7957,5046,2911,2849,62,36.58
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Female,15  --  19,6797,4916,1881,1808,73,27.67
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Female,20  --  24,5120,4024,1096,1029,67,21.41
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Female,25  --  29,4723,3899,824,753,71,17.45
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Female,30  --  34,3735,3127,608,549,59,16.28
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Female,35  --  39,2557,2243,314,279,35,12.28
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Female,40  --  44,1578,1361,217,189,28,13.75
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Female,45  --  49,1523,1366,157,138,19,10.31
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Female,50  --  54,1140,1029,111,91,20,9.74
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Female,55  --  59,876,783,93,75,18,10.62
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Female,60  --  64,710,647,63,49,14,8.869999999999999
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Female,65  --  69,507,468,39,28,11,7.69
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Female,70  --  74,282,264,18,12,6,6.38
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Female,75 AND ABOVE,323,294,29,23,6,8.98
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Transgender,10  --  14,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Transgender,15  --  19,1,1,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Transgender,20  --  24,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Transgender,25  --  29,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Transgender,30  --  34,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Transgender,35  --  39,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Transgender,40  --  44,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Transgender,45  --  49,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Transgender,50  --  54,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Transgender,55  --  59,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Transgender,60  --  64,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Transgender,65  --  69,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Transgender,70  --  74,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Rural,Transgender,75 AND ABOVE,,,,,,
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Male,10  --  14,2243,439,1804,1803,1,80.43000000000001
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Male,15  --  19,1610,454,1156,1153,3,71.8
KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,Urban,Male,20  --  24,1068,371,697,691,6,65.26000000000001
