district,localities,head,water_type,source,owned,rented,rentfree,total,pct
SHIKARPUR DISTRICT,Rural,Source Of Lighting,,Percent,91.12,.63,8.24,100,
SHIKARPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,14472,1965,748,17185,34.18
SHIKARPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,27861,3016,1059,31936,63.53
SHIKARPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,51,6,3,60,.12
SHIKARPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,43,5,4,52,.1
SHIKARPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Others,296,29,79,404,.8
SHIKARPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,43,8,62,113,.22
SHIKARPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,124,13,47,184,.37
SHIKARPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,1,,,1,0
SHIKARPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,1,,,1,0
SHIKARPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,,,1,1,0
SHIKARPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,,,,,
SHIKARPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Others,294,26,16,336,.67
SHIKARPUR DISTRICT,Urban,Cooking Fuel Used,,Wood,12013,1791,854,14658,29.16
SHIKARPUR DISTRICT,Urban,Cooking Fuel Used,,Gas,30600,3171,1058,34829,69.28
SHIKARPUR DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,86,11,9,106,.21
SHIKARPUR DISTRICT,Urban,Cooking Fuel Used,,Others,487,95,98,680,1.35
SHIKARPUR DISTRICT,Urban,Source Of Lighting,,Electricity,41424,4831,1757,48012,95.5
SHIKARPUR DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,768,68,74,910,1.81
SHIKARPUR DISTRICT,Urban,Source Of Lighting,,Gas Lamp,74,29,25,128,.25
SHIKARPUR DISTRICT,Urban,Source Of Lighting,,ÓThers,920,140,163,1223,2.43
SHIKARPUR DISTRICT,Urban,Source Of Lighting,,Total,43186,5068,2019,50273,100
SHIKARPUR DISTRICT,Urban,Source Of Lighting,,Percent,85.90000000000001,10.08,4.02,100,
SIALKOT DISTRICT,All,Source Of Drinking Water,Inside,Tap,89084,18202,5478,112764,19.67
SIALKOT DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,368894,33907,9594,412395,71.93000000000001
SIALKOT DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,352,37,25,414,.07
SIALKOT DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,552,56,38,646,.11
SIALKOT DISTRICT,All,Source Of Drinking Water,Inside,Others,3956,769,825,5550,.97
SIALKOT DISTRICT,All,Source Of Drinking Water,Outside,Tap,10263,1817,667,12747,2.22
SIALKOT DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,16622,1557,826,19005,3.31
SIALKOT DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,27,1,2,30,.01
SIALKOT DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,41,4,3,48,.01
SIALKOT DISTRICT,All,Source Of Drinking Water,Outside,Spring,27,2,4,33,.01
SIALKOT DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,325,12,4,341,.06
SIALKOT DISTRICT,All,Source Of Drinking Water,Outside,Others,7624,1228,521,9373,1.63
SIALKOT DISTRICT,All,Cooking Fuel Used,,Wood,144311,10143,7112,161566,28.18
SIALKOT DISTRICT,All,Cooking Fuel Used,,Gas,261853,42276,7692,311821,54.39
SIALKOT DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,543,99,40,682,.12
SIALKOT DISTRICT,All,Cooking Fuel Used,,Others,91060,5074,3143,99277,17.32
SIALKOT DISTRICT,All,Source Of Lighting,,Electricity,493232,56594,17190,567016,98.90000000000001
SIALKOT DISTRICT,All,Source Of Lighting,,Kerosene Oil,2597,783,151,3531,.62
SIALKOT DISTRICT,All,Source Of Lighting,,Gas Lamp,152,21,24,197,.03
SIALKOT DISTRICT,All,Source Of Lighting,,ÓThers,1786,194,622,2602,.45
SIALKOT DISTRICT,All,Source Of Lighting,,Total,497767,57592,17987,573346,100
SIALKOT DISTRICT,All,Source Of Lighting,,Percent,86.81999999999999,10.04,3.14,100,
SIALKOT DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,37372,3464,2234,43070,10.75
SIALKOT DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,297561,19080,7090,323731,80.8
SIALKOT DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,305,19,19,343,.09
SIALKOT DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,431,29,31,491,.12
SIALKOT DISTRICT,Rural,Source Of Drinking Water,Inside,Others,2629,323,556,3508,.88
SIALKOT DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,6513,796,492,7801,1.95
SIALKOT DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,13092,707,629,14428,3.6
SIALKOT DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,24,1,1,26,.01
SIALKOT DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,24,2,2,28,.01
SIALKOT DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,16,1,4,21,.01
SIALKOT DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,318,12,4,334,.08
SIALKOT DISTRICT,Rural,Source Of Drinking Water,Outside,Others,5754,746,352,6852,1.71
SIALKOT DISTRICT,Rural,Cooking Fuel Used,,Wood,132888,6880,5895,145663,36.36
SIALKOT DISTRICT,Rural,Cooking Fuel Used,,Gas,144771,15247,2957,162975,40.68
SIALKOT DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,369,51,19,439,.11
SIALKOT DISTRICT,Rural,Cooking Fuel Used,,Others,86011,3002,2543,91556,22.85
SIALKOT DISTRICT,Rural,Source Of Lighting,,Electricity,360334,24439,10852,395625,98.75
SIALKOT DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,2018,588,115,2721,.68
SIALKOT DISTRICT,Rural,Source Of Lighting,,Gas Lamp,123,17,18,158,.04
SIALKOT DISTRICT,Rural,Source Of Lighting,,ÓThers,1564,136,429,2129,.53
SIALKOT DISTRICT,Rural,Source Of Lighting,,Total,364039,25180,11414,400633,100
SIALKOT DISTRICT,Rural,Source Of Lighting,,Percent,90.87,6.29,2.85,100,
SIALKOT DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,51712,14738,3244,69694,40.35
SIALKOT DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,71333,14827,2504,88664,51.34
SIALKOT DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,47,18,6,71,.04
SIALKOT DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,121,27,7,155,.09
SIALKOT DISTRICT,Urban,Source Of Drinking Water,Inside,Others,1327,446,269,2042,1.18
SIALKOT DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,3750,1021,175,4946,2.86
SIALKOT DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,3530,850,197,4577,2.65
SIALKOT DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,3,,1,4,
SIALKOT DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,17,2,1,20,.01
SIALKOT DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,11,1,,12,.01
SIALKOT DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,7,,,7,
SIALKOT DISTRICT,Urban,Source Of Drinking Water,Outside,Others,1870,482,169,2521,1.46
SIALKOT DISTRICT,Urban,Cooking Fuel Used,,Wood,11423,3263,1217,15903,9.210000000000001
SIALKOT DISTRICT,Urban,Cooking Fuel Used,,Gas,117082,27029,4735,148846,86.18000000000001
SIALKOT DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,174,48,21,243,.14
SIALKOT DISTRICT,Urban,Cooking Fuel Used,,Others,5049,2072,600,7721,4.47
SIALKOT DISTRICT,Urban,Source Of Lighting,,Electricity,132898,32155,6338,171391,99.23
SIALKOT DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,579,195,36,810,.47
SIALKOT DISTRICT,Urban,Source Of Lighting,,Gas Lamp,29,4,6,39,.02
SIALKOT DISTRICT,Urban,Source Of Lighting,,ÓThers,222,58,193,473,.27
SIALKOT DISTRICT,Urban,Source Of Lighting,,Total,133728,32412,6573,172713,100
SIALKOT DISTRICT,Urban,Source Of Lighting,,Percent,77.43000000000001,18.77,3.81,100,
SIBI DISTRICT,All,Source Of Drinking Water,Inside,Tap,9635,1774,1245,12654,46.56
SIBI DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,1189,117,37,1343,4.94
SIBI DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,315,6,20,341,1.25
SIBI DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,967,32,83,1082,3.98
SIBI DISTRICT,All,Source Of Drinking Water,Inside,Others,1263,101,640,2004,7.37
SIBI DISTRICT,All,Source Of Drinking Water,Outside,Tap,133,66,35,234,.86
SIBI DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,603,4,112,719,2.65
SIBI DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,76,,,76,.28
SIBI DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,349,,30,379,1.39
SIBI DISTRICT,All,Source Of Drinking Water,Outside,Spring,157,,35,192,.71
SIBI DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,4468,229,1340,6037,22.21
SIBI DISTRICT,All,Source Of Drinking Water,Outside,Others,1668,99,349,2116,7.79
SIBI DISTRICT,All,Cooking Fuel Used,,Wood,13096,768,2849,16713,61.5
SIBI DISTRICT,All,Cooking Fuel Used,,Gas,7546,1588,782,9916,36.49
SIBI DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,34,6,27,67,.25
SIBI DISTRICT,All,Cooking Fuel Used,,Others,147,66,268,481,1.77
SIBI DISTRICT,All,Source Of Lighting,,Electricity,17511,2277,2254,22042,81.11
SIBI DISTRICT,All,Source Of Lighting,,Kerosene Oil,1814,48,439,2301,8.470000000000001
SIBI DISTRICT,All,Source Of Lighting,,Gas Lamp,34,5,17,56,.21
SIBI DISTRICT,All,Source Of Lighting,,ÓThers,1464,98,1216,2778,10.22
SIBI DISTRICT,All,Source Of Lighting,,Total,20823,2428,3926,27177,100
SIBI DISTRICT,All,Source Of Lighting,,Percent,76.62,8.93,14.45,100,
SIBI DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,5068,247,858,6173,33.52
SIBI DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,767,9,24,800,4.34
SIBI DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,308,3,19,330,1.79
SIBI DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,912,11,79,1002,5.44
SIBI DISTRICT,Rural,Source Of Drinking Water,Inside,Others,1200,30,609,1839,9.99
SIBI DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,52,,6,58,.31
SIBI DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,599,1,111,711,3.86
SIBI DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,76,,,76,.41
SIBI DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,348,,30,378,2.05
SIBI DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,157,,35,192,1.04
SIBI DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,3623,76,1270,4969,26.98
SIBI DISTRICT,Rural,Source Of Drinking Water,Outside,Others,1503,41,343,1887,10.25
SIBI DISTRICT,Rural,Cooking Fuel Used,,Wood,11720,209,2696,14625,79.42
SIBI DISTRICT,Rural,Cooking Fuel Used,,Gas,2763,200,404,3367,18.28
SIBI DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,27,2,26,55,.3
SIBI DISTRICT,Rural,Cooking Fuel Used,,Others,103,7,258,368,2
SIBI DISTRICT,Rural,Source Of Lighting,,Electricity,11432,350,1757,13539,73.52
SIBI DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,1756,26,436,2218,12.04
SIBI DISTRICT,Rural,Source Of Lighting,,Gas Lamp,17,,16,33,.18
SIBI DISTRICT,Rural,Source Of Lighting,,ÓThers,1408,42,1175,2625,14.25
SIBI DISTRICT,Rural,Source Of Lighting,,Total,14613,418,3384,18415,100
SIBI DISTRICT,Rural,Source Of Lighting,,Percent,79.34999999999999,2.27,18.38,100,
SIBI DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,4567,1527,387,6481,73.97
SIBI DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,422,108,13,543,6.2
SIBI DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,7,3,1,11,.13
SIBI DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,55,21,4,80,.91
SIBI DISTRICT,Urban,Source Of Drinking Water,Inside,Others,63,71,31,165,1.88
SIBI DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,81,66,29,176,2.01
SIBI DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,4,3,1,8,.09
SIBI DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,,,,,0
SIBI DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,1,,,1,.01
SIBI DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,,,,,0
SIBI DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,845,153,70,1068,12.19
SIBI DISTRICT,Urban,Source Of Drinking Water,Outside,Others,165,58,6,229,2.61
SIBI DISTRICT,Urban,Cooking Fuel Used,,Wood,1376,559,153,2088,23.83
SIBI DISTRICT,Urban,Cooking Fuel Used,,Gas,4783,1388,378,6549,74.73999999999999
SIBI DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,7,4,1,12,.14
SIBI DISTRICT,Urban,Cooking Fuel Used,,Others,44,59,10,113,1.29
SIBI DISTRICT,Urban,Source Of Lighting,,Electricity,6079,1927,497,8503,97.04000000000001
SIBI DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,58,22,3,83,.95
SIBI DISTRICT,Urban,Source Of Lighting,,Gas Lamp,17,5,1,23,.26
SIBI DISTRICT,Urban,Source Of Lighting,,ÓThers,56,56,41,153,1.75
SIBI DISTRICT,Urban,Source Of Lighting,,Total,6210,2010,542,8762,100
SIBI DISTRICT,Urban,Source Of Lighting,,Percent,70.87,22.94,6.19,100,
SOHBATPUR DISTRICT,All,Source Of Drinking Water,Inside,Tap,6394,220,3139,9753,32.39
SOHBATPUR DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,3592,22,1306,4920,16.34
SOHBATPUR DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,181,2,85,268,.89
SOHBATPUR DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,1034,15,960,2009,6.67
SOHBATPUR DISTRICT,All,Source Of Drinking Water,Inside,Others,3645,41,3458,7144,23.72
SOHBATPUR DISTRICT,All,Source Of Drinking Water,Outside,Tap,191,1,234,426,1.41
SOHBATPUR DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,17,1,237,255,.85
SOHBATPUR DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,3,,27,30,.1
SOHBATPUR DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,23,1,93,117,.39
SOHBATPUR DISTRICT,All,Source Of Drinking Water,Outside,Spring,7,,2,9,.03
SOHBATPUR DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,1587,13,2911,4511,14.98
SOHBATPUR DISTRICT,All,Source Of Drinking Water,Outside,Others,260,10,402,672,2.23
SOHBATPUR DISTRICT,All,Cooking Fuel Used,,Wood,14225,227,11573,26025,86.42
SOHBATPUR DISTRICT,All,Cooking Fuel Used,,Gas,1281,43,170,1494,4.96
SOHBATPUR DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,69,1,45,115,.38
SOHBATPUR DISTRICT,All,Cooking Fuel Used,,Others,1359,55,1066,2480,8.24
SOHBATPUR DISTRICT,All,Source Of Lighting,,Electricity,14664,302,10718,25684,85.29000000000001
SOHBATPUR DISTRICT,All,Source Of Lighting,,Kerosene Oil,574,10,521,1105,3.67
SOHBATPUR DISTRICT,All,Source Of Lighting,,Gas Lamp,108,,16,124,.41
SOHBATPUR DISTRICT,All,Source Of Lighting,,ÓThers,1588,14,1599,3201,10.63
SOHBATPUR DISTRICT,All,Source Of Lighting,,Total,16934,326,12854,30114,100
SOHBATPUR DISTRICT,All,Source Of Lighting,,Percent,56.23,1.08,42.68,100,
SOHBATPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,5062,110,2990,8162,29.16
SOHBATPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,3585,22,1305,4912,17.55
SOHBATPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,175,2,84,261,.93
SOHBATPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,1030,15,959,2004,7.16
SOHBATPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Others,3505,36,3103,6644,23.74
SOHBATPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,190,1,234,425,1.52
SOHBATPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,16,1,237,254,.91
SOHBATPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,3,,27,30,.11
SOHBATPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,23,1,93,117,.42
SOHBATPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,7,,2,9,.03
SOHBATPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,1586,13,2911,4510,16.11
SOHBATPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Others,253,10,399,662,2.37
SOHBATPUR DISTRICT,Rural,Cooking Fuel Used,,Wood,13091,147,11084,24322,86.90000000000001
SOHBATPUR DISTRICT,Rural,Cooking Fuel Used,,Gas,924,9,153,1086,3.88
SOHBATPUR DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,66,,45,111,.4
SOHBATPUR DISTRICT,Rural,Cooking Fuel Used,,Others,1354,55,1062,2471,8.83
SOHBATPUR DISTRICT,Rural,Source Of Lighting,,Electricity,13207,191,10261,23659,84.53
SOHBATPUR DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,543,6,476,1025,3.66
SOHBATPUR DISTRICT,Rural,Source Of Lighting,,Gas Lamp,108,,16,124,.44
SOHBATPUR DISTRICT,Rural,Source Of Lighting,,ÓThers,1577,14,1591,3182,11.37
SOHBATPUR DISTRICT,Rural,Source Of Lighting,,Total,15435,211,12344,27990,100
SOHBATPUR DISTRICT,Rural,Source Of Lighting,,Percent,55.14,.75,44.1,100,
SOHBATPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,1332,110,149,1591,74.91
SOHBATPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,7,,1,8,.38
SOHBATPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,6,,1,7,.33
SOHBATPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,4,,1,5,.24
SOHBATPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Others,140,5,355,500,23.54
SOHBATPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,1,,,1,.05
SOHBATPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,1,,,1,.05
SOHBATPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,,,,,
SOHBATPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,,,,,
SOHBATPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,,,,,
SOHBATPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,1,,,1,.05
SOHBATPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Others,7,,3,10,.47
SOHBATPUR DISTRICT,Urban,Cooking Fuel Used,,Wood,1134,80,489,1703,80.18000000000001
SOHBATPUR DISTRICT,Urban,Cooking Fuel Used,,Gas,357,34,17,408,19.21
SOHBATPUR DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,3,1,,4,.19
SOHBATPUR DISTRICT,Urban,Cooking Fuel Used,,Others,5,,4,9,.42
SOHBATPUR DISTRICT,Urban,Source Of Lighting,,Electricity,1457,111,457,2025,95.34
SOHBATPUR DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,31,4,45,80,3.77
SOHBATPUR DISTRICT,Urban,Source Of Lighting,,Gas Lamp,,,,,
SOHBATPUR DISTRICT,Urban,Source Of Lighting,,ÓThers,11,,8,19,.89
SOHBATPUR DISTRICT,Urban,Source Of Lighting,,Total,1499,115,510,2124,100
SOHBATPUR DISTRICT,Urban,Source Of Lighting,,Percent,70.56999999999999,5.41,24.01,100,
SOUTH WAZIRISTAN AGENCY,All,Source Of Drinking Water,Inside,Tap,10134,788,208,11130,13.97
SOUTH WAZIRISTAN AGENCY,All,Source Of Drinking Water,Inside,Electric/Hand Pump,5187,188,147,5522,6.93
SOUTH WAZIRISTAN AGENCY,All,Source Of Drinking Water,Inside,Protected Well,3890,273,45,4208,5.28
SOUTH WAZIRISTAN AGENCY,All,Source Of Drinking Water,Inside,Un-Protected Well,3007,46,30,3083,3.87
SOUTH WAZIRISTAN AGENCY,All,Source Of Drinking Water,Inside,Others,13464,200,207,13871,17.41
SOUTH WAZIRISTAN AGENCY,All,Source Of Drinking Water,Outside,Tap,3294,54,96,3444,4.32
SOUTH WAZIRISTAN AGENCY,All,Source Of Drinking Water,Outside,Electric / Hand Pump,1983,39,89,2111,2.65
SOUTH WAZIRISTAN AGENCY,All,Source Of Drinking Water,Outside,Protected Well,1179,37,54,1270,1.59
SOUTH WAZIRISTAN AGENCY,All,Source Of Drinking Water,Outside,Un-Protected Well,924,9,11,944,1.18
SOUTH WAZIRISTAN AGENCY,All,Source Of Drinking Water,Outside,Spring,23238,58,189,23485,29.47
SOUTH WAZIRISTAN AGENCY,All,Source Of Drinking Water,Outside,Canal / River / Pond,2801,29,164,2994,3.76
SOUTH WAZIRISTAN AGENCY,All,Source Of Drinking Water,Outside,Others,7348,146,127,7621,9.56
SOUTH WAZIRISTAN AGENCY,All,Cooking Fuel Used,,Wood,74393,1825,1284,77502,97.26000000000001
SOUTH WAZIRISTAN AGENCY,All,Cooking Fuel Used,,Gas,638,19,21,678,.85
SOUTH WAZIRISTAN AGENCY,All,Cooking Fuel Used,,Kerosene Oil,286,14,12,312,.39
SOUTH WAZIRISTAN AGENCY,All,Cooking Fuel Used,,Others,1132,9,50,1191,1.49
SOUTH WAZIRISTAN AGENCY,All,Source Of Lighting,,Electricity,26544,1481,714,28739,36.07
SOUTH WAZIRISTAN AGENCY,All,Source Of Lighting,,Kerosene Oil,21578,112,67,21757,27.3
SOUTH WAZIRISTAN AGENCY,All,Source Of Lighting,,Gas Lamp,647,9,8,664,.83
SOUTH WAZIRISTAN AGENCY,All,Source Of Lighting,,ÓThers,27680,265,578,28523,35.8
SOUTH WAZIRISTAN AGENCY,All,Source Of Lighting,,Total,76449,1867,1367,79683,100
SOUTH WAZIRISTAN AGENCY,All,Source Of Lighting,,Percent,95.94,2.34,1.72,100,
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Drinking Water,Inside,Tap,10134,788,208,11130,13.97
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,5187,188,147,5522,6.93
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Drinking Water,Inside,Protected Well,3890,273,45,4208,5.28
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Drinking Water,Inside,Un-Protected Well,3007,46,30,3083,3.87
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Drinking Water,Inside,Others,13464,200,207,13871,17.41
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Drinking Water,Outside,Tap,3294,54,96,3444,4.32
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,1983,39,89,2111,2.65
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Drinking Water,Outside,Protected Well,1179,37,54,1270,1.59
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Drinking Water,Outside,Un-Protected Well,924,9,11,944,1.18
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Drinking Water,Outside,Spring,23238,58,189,23485,29.47
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,2801,29,164,2994,3.76
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Drinking Water,Outside,Others,7348,146,127,7621,9.56
SOUTH WAZIRISTAN AGENCY,Rural,Cooking Fuel Used,,Wood,74393,1825,1284,77502,97.26000000000001
SOUTH WAZIRISTAN AGENCY,Rural,Cooking Fuel Used,,Gas,638,19,21,678,.85
SOUTH WAZIRISTAN AGENCY,Rural,Cooking Fuel Used,,Kerosene Oil,286,14,12,312,.39
SOUTH WAZIRISTAN AGENCY,Rural,Cooking Fuel Used,,Others,1132,9,50,1191,1.49
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Lighting,,Electricity,26544,1481,714,28739,36.07
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Lighting,,Kerosene Oil,21578,112,67,21757,27.3
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Lighting,,Gas Lamp,647,9,8,664,.83
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Lighting,,ÓThers,27680,265,578,28523,35.8
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Lighting,,Total,76449,1867,1367,79683,100
SOUTH WAZIRISTAN AGENCY,Rural,Source Of Lighting,,Percent,95.94,2.34,1.72,100,
SOUTH WAZIRISTAN AGENCY,Urban,Source Of Drinking Water,Inside,Tap,,,,,
SOUTH WAZIRISTAN AGENCY,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,,,,,
SOUTH WAZIRISTAN AGENCY,Urban,Source Of Drinking Water,Inside,Protected Well,,,,,
SOUTH WAZIRISTAN AGENCY,Urban,Source Of Drinking Water,Inside,Un-Protected Well,,,,,
SOUTH WAZIRISTAN AGENCY,Urban,Source Of Drinking Water,Inside,Others,,,,,
SOUTH WAZIRISTAN AGENCY,Urban,Source Of Drinking Water,Outside,Tap,,,,,
SOUTH WAZIRISTAN AGENCY,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,,,,,
SOUTH WAZIRISTAN AGENCY,Urban,Source Of Drinking Water,Outside,Protected Well,,,,,
SOUTH WAZIRISTAN AGENCY,Urban,Source Of Drinking Water,Outside,Un-Protected Well,,,,,
SOUTH WAZIRISTAN AGENCY,Urban,Source Of Drinking Water,Outside,Spring,,,,,
SOUTH WAZIRISTAN AGENCY,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,,,,,
SOUTH WAZIRISTAN AGENCY,Urban,Source Of Drinking Water,Outside,Others,,,,,
SOUTH WAZIRISTAN AGENCY,Urban,Cooking Fuel Used,,Wood,,,,,
SOUTH WAZIRISTAN AGENCY,Urban,Cooking Fuel Used,,Gas,,,,,
SOUTH WAZIRISTAN AGENCY,Urban,Cooking Fuel Used,,Kerosene Oil,,,,,
